custid,gender,총구매액,구매건수,평균구매가격,평균할부개월수,구매브랜드종류,내점일수,수입상품_구매비율,주말방문비율,가을_구매건수,겨울_구매건수,봄_구매건수,여름_구매건수,아침_구매건수,저녁_구매건수,점심_구매건수,주구매코너
9392,0,13267342,110,120612,3.1,56,48,11.8,39.6,31.0,26.0,23.0,30.0,53.0,6.0,51.0,캐릭터캐주얼
9402,0,202390,5,40478,1.4,4,5,20.0,40.0,1.0,2.0,,2.0,1.0,3.0,1.0,일반식품
9415,0,3004600,23,130635,2.4,21,13,4.3,76.9,,8.0,13.0,2.0,,8.0,15.0,영캐주얼
9423,0,1350300,21,64300,2.1,12,14,19.0,28.6,7.0,2.0,5.0,7.0,3.0,13.0,5.0,피혁B
9425,0,2312100,15,154140,2.5,11,7,13.3,14.3,2.0,9.0,2.0,2.0,1.0,5.0,9.0,스포츠
9440,0,6033772,77,78361,1.6,39,46,9.1,21.7,27.0,9.0,18.0,23.0,3.0,21.0,53.0,일반식품
9442,0,2603920,57,45683,1.9,33,22,3.5,45.5,11.0,9.0,18.0,19.0,3.0,23.0,31.0,유니캐주얼
9444,0,31000,1,31000,1.0,1,1,0.0,100.0,,1.0,,,,1.0,,화장품
9453,0,387100,17,22771,1.6,12,13,17.6,30.8,2.0,6.0,2.0,7.0,2.0,9.0,6.0,화장품
9455,0,1513582,45,33635,1.8,27,22,20.0,31.8,2.0,13.0,27.0,3.0,1.0,16.0,28.0,니트단품
9460,1,800800,10,80080,2.2,9,7,10.0,57.1,1.0,1.0,5.0,3.0,,2.0,8.0,유니캐주얼
9463,0,645672,10,64567,2.0,9,5,10.0,80.0,,4.0,6.0,,1.0,4.0,5.0,일반식품
9482,0,425000,3,141667,2.3,3,3,100.0,0.0,2.0,,1.0,,,1.0,2.0,수입명품
9486,0,123000,2,61500,1.0,2,1,50.0,0.0,,,2.0,,,2.0,,일반식품
9492,0,140520,4,35130,1.0,4,4,25.0,25.0,,3.0,1.0,,,1.0,3.0,섬유
9497,0,1130642,25,45226,1.6,17,15,8.0,66.7,3.0,15.0,2.0,5.0,4.0,9.0,12.0,유아동복
9531,1,2271000,16,141938,2.0,11,10,68.8,50.0,5.0,,7.0,4.0,2.0,2.0,12.0,화장품
9543,0,342000,5,68400,1.4,4,3,20.0,33.3,,1.0,2.0,2.0,,1.0,4.0,화장품
9544,0,1622000,32,50688,1.6,19,26,31.2,38.5,6.0,13.0,12.0,1.0,1.0,6.0,25.0,화장품
9553,0,1916900,29,66100,1.4,21,19,0.0,57.9,3.0,7.0,11.0,8.0,1.0,11.0,17.0,유니캐주얼
9567,1,1942370,29,66978,2.1,14,19,51.7,52.6,8.0,6.0,6.0,9.0,5.0,7.0,17.0,수입명품
9597,1,94000,1,94000,1.0,1,1,100.0,0.0,,1.0,,,,1.0,,화장품
9599,0,277000,3,92333,2.3,3,2,66.7,50.0,2.0,,,1.0,,,3.0,화장품
9629,0,470000,5,94000,2.6,5,4,40.0,50.0,,,1.0,4.0,2.0,,3.0,유니캐주얼
9630,0,1199500,12,99958,2.7,8,4,8.3,50.0,1.0,,11.0,,2.0,1.0,9.0,피혁A
9634,0,330700,12,27558,1.5,7,10,0.0,60.0,4.0,8.0,,,2.0,2.0,8.0,유아동복
9641,1,3558560,30,118619,1.7,18,9,3.3,55.6,12.0,17.0,,1.0,1.0,16.0,13.0,도자기크리스탈
9643,0,2422357,30,80745,2.0,13,19,33.3,26.3,2.0,2.0,13.0,13.0,1.0,20.0,9.0,화장품
9645,0,1985405,53,37460,1.4,24,30,7.5,3.3,13.0,20.0,15.0,5.0,10.0,15.0,28.0,일반식품
9676,0,1190808,14,85058,2.1,9,10,7.1,60.0,3.0,8.0,2.0,1.0,1.0,7.0,6.0,가구
9681,0,238800,7,34114,1.0,7,5,14.3,100.0,,2.0,,5.0,1.0,3.0,3.0,유니캐주얼
9691,0,836800,15,55787,2.7,11,9,53.3,44.4,5.0,2.0,4.0,4.0,3.0,10.0,2.0,화장품
9698,0,105000,1,105000,2.0,1,1,0.0,0.0,,,,1.0,,1.0,,화장품
9708,0,1775800,13,136600,2.5,9,8,15.4,62.5,2.0,7.0,1.0,3.0,3.0,1.0,9.0,화장품
9710,0,3691840,61,60522,2.2,24,23,11.5,47.8,7.0,6.0,16.0,32.0,6.0,15.0,40.0,화장품
9720,0,237000,2,118500,2.0,2,2,50.0,0.0,2.0,,,,1.0,,1.0,피혁B
9728,0,952420,22,43292,1.3,19,11,4.5,45.5,,12.0,3.0,7.0,3.0,10.0,9.0,유니캐주얼
9738,1,793800,15,52920,1.7,12,9,0.0,88.9,5.0,3.0,3.0,4.0,,8.0,7.0,섬유
9743,0,620000,25,24800,1.6,14,15,32.0,13.3,4.0,12.0,5.0,4.0,6.0,1.0,18.0,화장품
9745,0,1014200,21,48295,1.7,8,14,66.7,14.3,4.0,6.0,9.0,2.0,6.0,5.0,10.0,화장품
9750,1,585000,4,146250,2.0,4,2,25.0,50.0,,,4.0,,,,4.0,피혁B
9791,0,5284600,75,70461,1.8,35,54,24.0,38.9,23.0,17.0,20.0,15.0,11.0,46.0,18.0,화장품
9803,0,899584,39,23066,1.0,15,23,10.3,26.1,16.0,12.0,8.0,3.0,8.0,2.0,29.0,일반식품
9806,0,2343039,51,45942,1.2,19,31,7.8,51.6,16.0,6.0,8.0,21.0,6.0,25.0,20.0,일반식품
9811,0,938800,11,85345,1.0,7,8,0.0,25.0,1.0,7.0,2.0,1.0,3.0,5.0,3.0,일반식품
9817,1,1286500,13,98962,2.7,9,9,46.2,33.3,2.0,3.0,3.0,5.0,,5.0,8.0,수입명품
9835,0,392000,5,78400,1.4,4,3,80.0,33.3,1.0,,,4.0,,2.0,3.0,화장품
9838,0,2170270,15,144685,2.1,13,10,6.7,70.0,2.0,5.0,5.0,3.0,,9.0,6.0,화장품
9859,1,2815300,13,216562,1.8,12,10,38.5,70.0,3.0,1.0,3.0,6.0,,4.0,9.0,화장품
9914,1,1765491,41,43061,1.4,13,29,12.2,51.7,9.0,14.0,8.0,10.0,3.0,17.0,21.0,일반식품
9924,0,1354400,10,135440,1.0,10,4,20.0,0.0,4.0,,2.0,4.0,,6.0,4.0,유니캐주얼
9928,0,2808400,25,112336,2.5,16,8,20.0,50.0,10.0,8.0,,7.0,3.0,1.0,21.0,영캐주얼
9932,0,1357000,14,96929,2.1,13,10,50.0,50.0,3.0,6.0,5.0,,,4.0,10.0,화장품
9938,0,420000,4,105000,2.0,4,3,25.0,66.7,2.0,1.0,,1.0,,4.0,,캐릭터캐주얼
9954,0,1031000,5,206200,4.4,4,4,40.0,25.0,,5.0,,,1.0,,4.0,섬유
9969,1,1584299,13,121869,1.6,11,12,7.7,41.7,4.0,1.0,3.0,5.0,2.0,6.0,5.0,일반식품
9985,1,3267095,79,41356,1.4,35,38,3.8,47.4,26.0,31.0,11.0,11.0,6.0,21.0,52.0,일반식품
9987,0,2232622,41,54454,1.3,26,28,14.6,28.6,6.0,11.0,10.0,14.0,9.0,4.0,28.0,화장품
9992,0,2411240,14,172231,1.1,13,7,7.1,85.7,,6.0,1.0,7.0,3.0,,11.0,유니캐주얼
9993,0,1946840,48,40559,2.0,31,28,10.4,21.4,16.0,8.0,15.0,9.0,7.0,8.0,33.0,니트단품
10002,0,1096600,16,68538,1.5,13,13,37.5,46.2,4.0,,6.0,6.0,4.0,6.0,6.0,화장품
10034,0,408000,3,136000,1.7,3,2,33.3,50.0,,2.0,1.0,,,3.0,,영캐주얼
10037,0,1351900,15,90127,2.2,13,13,0.0,0.0,3.0,1.0,8.0,3.0,5.0,9.0,1.0,가전
10041,0,8257020,96,86011,2.3,43,38,9.4,26.3,27.0,23.0,17.0,29.0,15.0,24.0,57.0,영캐주얼
10048,1,2163400,23,94061,1.7,19,15,4.3,53.3,2.0,9.0,4.0,8.0,2.0,8.0,13.0,화장품
10051,0,751400,10,75140,2.0,10,5,10.0,100.0,2.0,2.0,6.0,,,,10.0,피혁A
10053,0,3009800,48,62704,2.0,35,28,27.1,39.3,17.0,11.0,7.0,13.0,4.0,21.0,23.0,화장품
10065,0,435000,5,87000,3.0,4,1,80.0,100.0,,5.0,,,,4.0,1.0,화장품
10087,0,1257574,30,41919,1.7,19,18,3.3,55.6,2.0,19.0,7.0,2.0,7.0,,23.0,일반식품
10124,0,1444000,5,288800,2.0,5,5,40.0,20.0,,3.0,2.0,,1.0,2.0,2.0,화장품
10126,0,613480,11,55771,1.0,10,8,27.3,25.0,4.0,3.0,1.0,3.0,2.0,5.0,4.0,영캐주얼
10132,0,627500,5,125500,1.8,5,5,0.0,20.0,,2.0,1.0,2.0,,3.0,2.0,정장셔츠
10133,0,4778133,70,68259,1.8,42,39,4.3,30.8,21.0,12.0,25.0,12.0,3.0,46.0,21.0,영캐주얼
10134,0,1256800,12,104733,2.2,7,7,0.0,42.9,2.0,4.0,,6.0,,6.0,6.0,화장품
10150,1,1615500,16,100969,1.5,13,10,6.2,50.0,1.0,14.0,1.0,,4.0,,12.0,정장셔츠
10154,0,352706,13,27131,1.2,5,11,7.7,63.6,1.0,6.0,1.0,5.0,2.0,7.0,4.0,일반식품
10164,0,161000,3,53667,1.0,2,2,33.3,0.0,3.0,,,,3.0,,,일반식품
10187,1,1519716,24,63322,1.9,10,9,0.0,44.4,,5.0,,19.0,3.0,2.0,19.0,일반식품
10199,0,1883200,18,104622,1.1,14,11,0.0,54.5,8.0,,1.0,9.0,,7.0,11.0,영캐주얼
10217,0,99000,6,16500,1.7,5,5,16.7,0.0,1.0,4.0,1.0,,,5.0,1.0,피혁A
10221,0,2111416,8,263927,3.6,8,3,62.5,0.0,3.0,3.0,2.0,,,,8.0,수입명품
10245,0,4283600,9,475956,1.0,5,4,0.0,50.0,1.0,1.0,,7.0,,2.0,7.0,가전
10258,0,666000,9,74000,1.0,9,7,44.4,57.1,,7.0,2.0,,2.0,4.0,3.0,화장품
10261,0,340300,15,22687,1.1,11,13,6.7,46.2,4.0,2.0,8.0,1.0,,7.0,8.0,섬유
10278,1,913729,22,41533,1.1,15,10,13.6,30.0,,18.0,4.0,,2.0,,20.0,화장품
10300,0,2535003,17,149118,2.1,14,12,11.8,83.3,2.0,8.0,4.0,3.0,5.0,3.0,9.0,일반식품
10301,1,2288200,26,88008,1.8,14,17,57.7,58.8,7.0,7.0,6.0,6.0,4.0,8.0,14.0,화장품
10302,1,998900,31,32223,2.4,12,14,25.8,57.1,16.0,1.0,4.0,10.0,,10.0,21.0,영캐주얼
10313,1,337800,6,56300,1.0,5,3,16.7,33.3,,5.0,,1.0,4.0,,2.0,일반식품
10320,0,2912000,32,91000,1.2,16,17,12.5,23.5,4.0,17.0,3.0,8.0,3.0,5.0,24.0,화장품
10337,0,1000800,18,55600,2.0,12,11,5.6,36.4,7.0,6.0,3.0,2.0,2.0,8.0,8.0,화장품
10348,0,3115150,27,115376,2.2,15,16,11.1,50.0,1.0,7.0,6.0,13.0,1.0,11.0,15.0,일반식품
10354,0,5668000,38,149158,1.6,22,18,5.3,88.9,11.0,10.0,9.0,8.0,7.0,10.0,21.0,캐릭터캐주얼
10370,1,528800,4,132200,2.5,2,1,25.0,100.0,,,4.0,,,,4.0,캐릭터캐주얼
10417,0,235000,3,78333,1.7,3,2,33.3,0.0,,1.0,,2.0,,3.0,,정장셔츠
10421,0,394000,1,394000,6.0,1,1,0.0,100.0,,1.0,,,1.0,,,화장품
10423,0,3592492,71,50598,1.8,34,26,7.0,23.1,30.0,25.0,15.0,1.0,15.0,5.0,51.0,일반식품
10426,0,1365850,31,44060,1.3,21,19,6.5,42.1,3.0,9.0,19.0,,4.0,13.0,14.0,영캐주얼
10429,0,362000,2,181000,3.0,1,2,0.0,50.0,2.0,,,,1.0,,1.0,화장품
10457,0,1869700,9,207744,1.8,8,4,44.4,0.0,,7.0,2.0,,,1.0,8.0,화장품
10469,0,4442020,80,55525,1.4,42,36,25.0,55.6,16.0,26.0,12.0,26.0,5.0,23.0,52.0,화장품
10470,0,2249962,27,83332,1.6,16,18,18.5,77.8,4.0,10.0,6.0,7.0,3.0,6.0,18.0,일반식품
10475,0,1093000,19,57526,1.0,12,8,5.3,50.0,1.0,10.0,7.0,1.0,,11.0,8.0,화장품
10498,0,2096600,29,72297,2.2,18,20,20.7,35.0,11.0,5.0,7.0,6.0,4.0,13.0,12.0,화장품
10511,0,1556000,14,111143,6.4,6,7,21.4,28.6,1.0,2.0,7.0,4.0,,14.0,,화장품
10566,0,913000,8,114125,1.5,7,3,37.5,100.0,,,8.0,,,3.0,5.0,화장품
10585,0,3544700,16,221544,2.4,9,6,6.2,66.7,12.0,3.0,,1.0,,15.0,1.0,캐릭터캐주얼
10589,0,1805000,15,120333,1.6,12,6,13.3,16.7,6.0,2.0,3.0,4.0,2.0,4.0,9.0,트래디셔널캐주얼
10605,1,2565400,16,160338,2.4,12,8,31.2,75.0,8.0,,2.0,6.0,,7.0,9.0,유니캐주얼
10607,0,1327300,12,110608,2.6,11,9,0.0,88.9,4.0,4.0,2.0,2.0,,2.0,10.0,정장셔츠
10640,0,170000,3,56667,1.0,3,3,33.3,33.3,1.0,,1.0,1.0,1.0,,2.0,정장셔츠
10648,0,2047000,29,70586,1.8,23,19,6.9,52.6,11.0,6.0,5.0,7.0,1.0,3.0,25.0,화장품
10657,0,3004900,32,93903,2.0,15,16,34.4,81.2,15.0,9.0,6.0,2.0,9.0,6.0,17.0,화장품
10661,0,1481279,19,77962,2.3,13,13,5.3,53.8,3.0,2.0,3.0,11.0,3.0,3.0,13.0,영캐주얼
10668,1,3766612,23,163766,2.0,20,15,26.1,33.3,5.0,2.0,7.0,9.0,1.0,3.0,19.0,수입명품
10669,0,1551131,21,73863,1.3,13,9,19.0,66.7,4.0,,13.0,4.0,4.0,7.0,10.0,유니캐주얼
10672,0,344000,2,172000,3.0,2,2,0.0,100.0,,1.0,1.0,,1.0,,1.0,도자기크리스탈
10692,0,508600,11,46236,1.5,9,9,0.0,66.7,,1.0,4.0,6.0,3.0,3.0,5.0,유니캐주얼
10698,0,1596078,17,93887,1.8,13,8,11.8,37.5,5.0,,2.0,10.0,5.0,,12.0,일반식품
10712,0,1229500,13,94577,1.8,12,7,7.7,57.1,11.0,,1.0,1.0,,12.0,1.0,영캐주얼
10714,0,85000,1,85000,1.0,1,1,0.0,100.0,,,1.0,,,,1.0,화장품
10721,0,1186300,9,131811,1.4,8,6,0.0,66.7,6.0,,1.0,2.0,1.0,,8.0,조리욕실
10724,0,2944230,37,79574,1.7,21,16,8.1,43.8,11.0,11.0,12.0,3.0,,14.0,23.0,가전
10730,0,2547500,39,65321,1.5,22,21,17.9,76.2,11.0,13.0,7.0,8.0,1.0,6.0,32.0,화장품
10733,0,2473800,12,206150,2.3,7,9,33.3,0.0,3.0,3.0,2.0,4.0,3.0,3.0,6.0,수입명품
10735,0,5956000,126,47270,2.0,64,29,0.8,34.5,30.0,34.0,23.0,39.0,48.0,10.0,68.0,유아동복
10760,1,2421140,29,83488,1.8,18,17,13.8,70.6,8.0,5.0,5.0,11.0,1.0,11.0,17.0,일반식품
10769,0,922497,30,30750,1.1,17,28,3.3,35.7,3.0,9.0,12.0,6.0,7.0,8.0,15.0,일반식품
10782,0,2847104,49,58104,1.1,20,38,4.1,42.1,12.0,11.0,12.0,14.0,8.0,16.0,25.0,일반식품
10789,0,407000,6,67833,1.0,5,4,0.0,25.0,,,6.0,,,3.0,3.0,장신구
10793,0,2778500,27,102907,1.3,23,14,37.0,28.6,5.0,2.0,8.0,12.0,,6.0,21.0,캐릭터캐주얼
10803,0,748624,7,106946,1.9,7,5,14.3,60.0,1.0,1.0,,5.0,,4.0,3.0,피혁A
10807,0,5984032,88,68000,1.9,54,43,4.5,46.5,30.0,22.0,13.0,23.0,3.0,13.0,72.0,유니캐주얼
10808,0,806450,21,38402,1.5,15,9,0.0,66.7,2.0,,3.0,16.0,1.0,7.0,13.0,스포츠
10813,1,1108000,8,138500,1.5,7,5,12.5,60.0,4.0,2.0,,2.0,2.0,3.0,3.0,섬유
10832,0,418700,9,46522,2.3,7,8,44.4,50.0,1.0,1.0,4.0,3.0,,5.0,4.0,화장품
10839,1,1155400,10,115540,2.4,7,3,10.0,33.3,3.0,,1.0,6.0,3.0,4.0,3.0,트래디셔널캐주얼
10844,0,4875219,34,143389,2.4,26,18,8.8,44.4,14.0,2.0,3.0,15.0,17.0,2.0,15.0,일반식품
10846,0,1494000,6,249000,1.0,6,1,33.3,100.0,,,6.0,,,,6.0,장신구
10852,0,3633000,57,63737,1.3,29,27,10.5,29.6,6.0,14.0,14.0,23.0,7.0,14.0,36.0,영캐주얼
10857,1,223000,3,74333,1.0,3,2,33.3,0.0,,3.0,,,,,3.0,정장셔츠
10864,1,20867498,113,184668,1.6,61,55,9.7,41.8,49.0,33.0,18.0,13.0,13.0,36.0,64.0,엘레강스캐주얼
10872,0,742800,9,82533,1.9,9,7,11.1,100.0,3.0,2.0,2.0,2.0,,1.0,8.0,유니캐주얼
10893,0,1261281,44,28665,1.7,26,24,2.3,33.3,12.0,21.0,6.0,5.0,5.0,8.0,31.0,일반식품
10908,0,7713066,48,160689,2.2,36,21,27.1,33.3,4.0,14.0,9.0,21.0,,6.0,42.0,유니캐주얼
10933,0,234600,2,117300,2.0,2,2,0.0,50.0,,,2.0,,,,2.0,유니캐주얼
10941,0,615100,11,55918,1.5,11,5,18.2,60.0,,2.0,1.0,8.0,,7.0,4.0,스포츠
10942,0,3659000,9,406556,2.9,8,5,33.3,80.0,3.0,6.0,,,,3.0,6.0,수입명품
10945,0,1186213,16,74138,2.2,12,12,25.0,91.7,7.0,1.0,5.0,3.0,9.0,,7.0,유니캐주얼
10948,1,190000,3,63333,2.3,3,1,33.3,100.0,,,,3.0,,3.0,,화장품
10952,0,87000,1,87000,2.0,1,1,100.0,0.0,,,,1.0,,,1.0,화장품
10959,0,714800,7,102114,2.6,5,6,28.6,66.7,1.0,,,6.0,,6.0,1.0,화장품
10975,0,1196766,15,79784,1.9,12,7,6.7,14.3,,2.0,2.0,11.0,4.0,1.0,10.0,영캐주얼
10979,0,530000,8,66250,1.8,7,6,25.0,33.3,3.0,3.0,,2.0,,7.0,1.0,화장품
10996,0,1342600,6,223767,1.2,6,5,66.7,20.0,1.0,,,5.0,,1.0,5.0,화장품
11017,1,13640038,62,220001,2.4,35,23,33.9,39.1,8.0,1.0,22.0,31.0,5.0,11.0,46.0,수입명품
11035,0,1819755,28,64991,2.0,18,15,25.0,66.7,5.0,,11.0,12.0,3.0,4.0,21.0,화장품
11036,0,2950533,40,73763,1.0,21,25,20.0,20.0,6.0,9.0,19.0,6.0,3.0,4.0,33.0,유아동복
11041,0,528524,12,44044,1.8,8,10,8.3,30.0,5.0,6.0,,1.0,3.0,5.0,4.0,피혁A
11062,0,10423938,137,76087,1.9,49,66,2.2,30.3,36.0,38.0,27.0,36.0,4.0,81.0,52.0,일반식품
11066,1,748000,5,149600,2.2,5,4,60.0,25.0,1.0,1.0,3.0,,,1.0,4.0,화장품
11067,1,429400,11,39036,1.0,7,6,9.1,33.3,1.0,3.0,4.0,3.0,4.0,,7.0,유아동복
11081,0,2409382,35,68839,2.1,12,16,0.0,25.0,,16.0,7.0,12.0,,11.0,24.0,일반식품
11084,0,581720,18,32318,1.6,13,12,5.6,41.7,8.0,2.0,4.0,4.0,2.0,4.0,12.0,유니캐주얼
11098,0,490890,30,16363,1.1,7,27,0.0,51.9,7.0,4.0,6.0,13.0,,14.0,16.0,일반식품
11106,0,1059200,14,75657,1.4,14,11,7.1,27.3,3.0,1.0,1.0,9.0,3.0,9.0,2.0,영캐주얼
11108,0,1789500,7,255643,2.1,6,4,14.3,50.0,4.0,,3.0,,1.0,4.0,2.0,엘레강스캐주얼
11113,0,3157600,39,80964,1.6,24,18,7.7,27.8,7.0,6.0,22.0,4.0,2.0,15.0,22.0,트래디셔널캐주얼
11120,1,2028800,25,81152,1.2,18,10,4.0,0.0,,20.0,5.0,,5.0,4.0,16.0,섬유
11126,0,618000,4,154500,2.0,4,3,50.0,0.0,1.0,,,3.0,,2.0,2.0,화장품
11132,1,336000,3,112000,2.3,3,3,33.3,33.3,,,3.0,,,1.0,2.0,장신구
11143,0,222700,10,22270,1.2,7,8,10.0,37.5,4.0,4.0,1.0,1.0,,,10.0,유아동복
11159,0,3794092,39,97284,2.0,26,22,10.3,36.4,4.0,8.0,10.0,17.0,3.0,8.0,28.0,영캐주얼
11187,0,92000,2,46000,1.0,2,2,50.0,100.0,,,1.0,1.0,,1.0,1.0,피혁B
11191,0,2138200,27,79193,1.4,21,20,22.2,25.0,2.0,5.0,5.0,15.0,4.0,5.0,18.0,화장품
11194,0,10539600,56,188207,2.3,37,24,39.3,25.0,19.0,8.0,14.0,15.0,14.0,1.0,41.0,유아동복
11201,0,11622264,59,196988,3.2,27,38,35.6,28.9,15.0,14.0,18.0,12.0,15.0,21.0,23.0,화장품
11205,1,62400,2,31200,1.0,2,2,50.0,100.0,1.0,,1.0,,,1.0,1.0,일반식품
11213,0,167900,3,55967,1.7,2,1,33.3,100.0,,3.0,,,3.0,,,유아동복
11261,0,1463000,12,121917,2.9,9,6,16.7,50.0,1.0,,1.0,10.0,,1.0,11.0,화장품
11272,0,3982240,45,88494,1.7,26,29,6.7,20.7,13.0,13.0,11.0,8.0,5.0,12.0,28.0,유니캐주얼
11281,1,2457000,8,307125,2.0,8,6,25.0,33.3,,,8.0,,,4.0,4.0,캐릭터캐주얼
11295,1,2334294,36,64842,2.1,25,13,5.6,46.2,11.0,9.0,2.0,14.0,1.0,5.0,30.0,유아동복
11305,0,262800,8,32850,1.0,3,8,12.5,87.5,1.0,3.0,2.0,2.0,,1.0,7.0,화장품
11322,0,588500,12,49042,2.8,8,9,33.3,44.4,2.0,2.0,4.0,4.0,,6.0,6.0,화장품
11325,0,3728360,48,77674,1.5,27,24,25.0,37.5,10.0,4.0,3.0,31.0,9.0,12.0,27.0,화장품
11333,1,666900,12,55575,2.5,8,7,0.0,71.4,3.0,2.0,2.0,5.0,,6.0,6.0,유니캐주얼
11334,1,21952026,60,365867,2.5,34,24,41.7,37.5,17.0,20.0,13.0,10.0,27.0,1.0,32.0,수입명품
11335,0,1549600,12,129133,4.2,8,8,16.7,25.0,5.0,,1.0,6.0,1.0,2.0,9.0,캐릭터캐주얼
11349,0,1195000,18,66389,1.9,13,15,5.6,26.7,2.0,6.0,5.0,5.0,2.0,6.0,10.0,스포츠
11358,0,1607800,21,76562,2.6,13,7,9.5,57.1,5.0,14.0,1.0,1.0,4.0,3.0,14.0,영캐주얼
11366,0,832203,35,23777,1.1,4,18,2.9,38.9,,14.0,21.0,,6.0,17.0,12.0,일반식품
11386,0,4484028,35,128115,2.2,14,18,54.3,77.8,11.0,6.0,3.0,15.0,3.0,11.0,21.0,화장품
11395,0,3747520,24,156147,2.7,18,13,0.0,76.9,8.0,4.0,5.0,7.0,,8.0,16.0,영캐주얼
11399,1,356000,6,59333,2.2,4,4,16.7,50.0,,2.0,1.0,3.0,,,6.0,화장품
11413,0,217400,6,36233,1.0,6,6,33.3,16.7,,6.0,,,,6.0,,화장품
11426,0,979400,26,37669,1.8,17,14,19.2,28.6,1.0,11.0,14.0,,3.0,3.0,20.0,조리욕실
11442,0,1808812,23,78644,2.3,14,8,30.4,62.5,3.0,15.0,5.0,,,6.0,17.0,화장품
11458,0,6004804,90,66720,2.8,22,31,2.2,38.7,22.0,24.0,20.0,24.0,3.0,26.0,61.0,일반식품
11463,0,322200,10,32220,3.9,4,7,10.0,0.0,,,9.0,1.0,1.0,6.0,3.0,스포츠
11468,1,3053970,83,36795,1.5,43,35,2.4,28.6,10.0,13.0,26.0,34.0,7.0,5.0,71.0,일반식품
11472,1,1660000,4,415000,1.5,4,3,75.0,66.7,1.0,3.0,,,1.0,3.0,,화장품
11479,0,817895,24,34079,1.6,6,20,0.0,35.0,4.0,17.0,2.0,1.0,,7.0,17.0,일반식품
11483,0,2975904,78,38153,1.6,28,22,25.6,22.7,2.0,9.0,53.0,14.0,19.0,14.0,45.0,화장품
11498,0,3682008,38,96895,3.3,26,26,0.0,34.6,7.0,8.0,11.0,12.0,2.0,8.0,28.0,니트단품
11501,0,1750100,9,194456,1.2,8,7,66.7,14.3,,,2.0,7.0,1.0,4.0,4.0,화장품
11512,0,827200,11,75200,1.9,10,9,27.3,44.4,2.0,3.0,1.0,5.0,2.0,7.0,2.0,유니캐주얼
11526,0,2703500,29,93224,2.4,23,16,20.7,18.8,1.0,,8.0,20.0,21.0,1.0,7.0,영캐주얼
11528,1,4864300,27,180159,1.4,15,15,22.2,60.0,4.0,8.0,9.0,6.0,3.0,3.0,21.0,화장품
11531,1,2059000,17,121118,2.6,14,6,11.8,66.7,,2.0,1.0,14.0,1.0,6.0,10.0,유니캐주얼
11532,1,8155060,50,163101,2.1,29,27,44.0,29.6,10.0,15.0,18.0,7.0,2.0,28.0,20.0,수입명품
11535,0,6517520,28,232769,1.4,20,11,7.1,18.2,,6.0,14.0,8.0,,14.0,14.0,일반식품
11558,0,1148200,14,82014,2.3,10,9,35.7,11.1,,1.0,10.0,3.0,,12.0,2.0,화장품
11559,0,3751700,18,208428,1.8,13,8,33.3,37.5,6.0,8.0,4.0,,2.0,6.0,10.0,수입명품
11580,0,3010091,53,56794,1.0,29,36,7.5,36.1,21.0,8.0,16.0,8.0,8.0,19.0,26.0,일반식품
11604,0,1625800,19,85568,2.3,13,13,0.0,53.8,1.0,8.0,3.0,7.0,1.0,13.0,5.0,영캐주얼
11612,0,354552,4,88638,1.5,4,3,25.0,66.7,,4.0,,,,,4.0,유아동복
11617,1,1497200,12,124767,3.8,8,8,25.0,62.5,6.0,,2.0,4.0,1.0,7.0,4.0,기타바이어
11618,0,495299,9,55033,2.1,8,4,11.1,50.0,2.0,,2.0,5.0,6.0,,3.0,유니캐주얼
11633,0,4316300,12,359692,3.3,11,5,58.3,20.0,,11.0,,1.0,1.0,3.0,8.0,수입명품
11635,0,221800,7,31686,1.9,6,3,28.6,33.3,1.0,2.0,,4.0,,6.0,1.0,캐릭터캐주얼
11647,0,989600,29,34124,1.0,10,17,0.0,17.6,11.0,3.0,8.0,7.0,11.0,6.0,12.0,일반식품
11675,0,734700,13,56515,2.2,11,7,7.7,71.4,3.0,2.0,,8.0,3.0,7.0,3.0,화장품
11694,0,367000,2,183500,1.0,2,1,50.0,100.0,2.0,,,,1.0,,1.0,스포츠
11705,0,7686039,44,174683,2.1,35,11,15.9,18.2,,5.0,39.0,,,12.0,32.0,유니캐주얼
11722,0,2488100,11,226191,4.1,11,7,18.2,85.7,,2.0,6.0,3.0,1.0,4.0,6.0,화장품
11730,0,605912,21,28853,1.7,11,13,19.0,30.8,,16.0,5.0,,2.0,7.0,12.0,유니캐주얼
11736,1,1567438,33,47498,1.1,8,25,6.1,32.0,10.0,5.0,9.0,9.0,4.0,10.0,19.0,일반식품
11739,0,1827100,22,83050,1.9,14,11,4.5,45.5,3.0,8.0,7.0,4.0,2.0,2.0,18.0,화장품
11764,0,4369900,31,140965,1.3,22,15,3.2,26.7,19.0,1.0,9.0,2.0,9.0,18.0,4.0,캐릭터캐주얼
11767,0,2137900,18,118772,1.0,12,7,22.2,28.6,2.0,,12.0,4.0,4.0,,14.0,유아동복
11790,0,3536264,51,69339,1.6,28,26,13.7,34.6,11.0,14.0,10.0,16.0,1.0,7.0,43.0,일반식품
11807,0,2486716,48,51807,1.0,26,19,18.8,26.3,24.0,10.0,,14.0,3.0,12.0,33.0,화장품
11812,0,659000,15,43933,1.3,14,10,6.7,0.0,,6.0,9.0,,,,15.0,유니캐주얼
11842,1,256586,5,51317,1.4,5,4,0.0,100.0,1.0,3.0,1.0,,,1.0,4.0,유니캐주얼
